
Teleport Count,Teleport Time,TeleportPosition_x,TeleportPosition_y,TeleportPosition_z
52,4/25/2023 10:21:56 AM,570.0481,0.42,612.8452
53,4/25/2023 10:21:56 AM,565.2731,0.42,611.3622
54,4/25/2023 10:21:57 AM,560.7057,0.42,609.3369
55,4/25/2023 10:21:57 AM,556.4824,0.42,606.6644
56,4/25/2023 10:22:10 AM,551.8723,0.42,608.5953
57,4/25/2023 10:22:11 AM,546.8874,0.42,608.9487
58,4/25/2023 10:22:11 AM,541.8887,0.42,608.9996
59,4/25/2023 10:22:12 AM,536.8978,0.42,609.2836
60,4/25/2023 10:22:13 AM,531.899,0.42,609.3668
61,4/25/2023 10:22:13 AM,526.9019,0.42,609.3201
62,4/25/2023 10:22:13 AM,521.9069,0.42,609.1677
63,4/25/2023 10:22:14 AM,516.9135,0.42,608.9547
64,4/25/2023 10:22:14 AM,511.9148,0.42,608.9147
65,4/25/2023 10:22:14 AM,506.9166,0.42,608.8957
66,4/25/2023 10:22:15 AM,501.9349,0.42,609.3
67,4/25/2023 10:22:16 AM,496.9461,0.42,609.0272
68,4/25/2023 10:22:16 AM,492.0589,0.42,610.0743
69,4/25/2023 10:22:17 AM,487.5501,0.42,612.231
70,4/25/2023 10:22:17 AM,486.5991,0.42,617.1369
71,4/25/2023 10:22:18 AM,486.4748,0.42,622.132
72,4/25/2023 10:22:18 AM,486.2812,0.42,627.1251
73,4/25/2023 10:22:18 AM,485.9356,0.42,632.1125
74,4/25/2023 10:22:19 AM,484.696,0.42,636.9536
75,4/25/2023 10:22:19 AM,484.332,0.42,641.9377
76,4/25/2023 10:22:20 AM,484.1487,0.42,646.9331
77,4/25/2023 10:22:20 AM,483.7538,0.42,651.9169
78,4/25/2023 10:22:20 AM,483.6364,0.42,656.9155
79,4/25/2023 10:22:20 AM,483.2822,0.42,661.9001
80,4/25/2023 10:22:21 AM,482.9683,0.42,666.8895
81,4/25/2023 10:22:21 AM,482.4372,0.42,671.8574
82,4/25/2023 10:22:21 AM,481.9199,0.42,676.826
83,4/25/2023 10:22:21 AM,481.2072,0.42,681.7723
84,4/25/2023 10:22:22 AM,480.2701,0.42,686.6805
85,4/25/2023 10:22:22 AM,479.3803,0.42,691.5984
86,4/25/2023 10:22:31 AM,478.7589,0.42,696.5596
87,4/25/2023 10:22:32 AM,478.3282,0.42,701.5399
88,4/25/2023 10:22:32 AM,477.7863,0.42,706.5069
89,4/25/2023 10:22:32 AM,477.5629,0.42,711.5004
90,4/25/2023 10:22:33 AM,477.4401,0.42,716.4977
91,4/25/2023 10:22:33 AM,477.6428,0.42,721.4904
92,4/25/2023 10:22:33 AM,477.7192,0.42,726.4863
93,4/25/2023 10:22:39 AM,472.7289,0.42,726.7407
94,4/25/2023 10:22:40 AM,467.7534,0.42,727.2167
95,4/25/2023 10:22:40 AM,462.7677,0.42,727.5629
96,4/25/2023 10:22:40 AM,457.7935,0.42,728.0689
97,4/25/2023 10:22:40 AM,452.8016,0.42,728.3521
98,4/25/2023 10:22:41 AM,447.8084,0.42,728.6049
99,4/25/2023 10:22:41 AM,442.8217,0.42,728.9252
100,4/25/2023 10:22:41 AM,437.8259,0.42,728.8039
101,4/25/2023 10:22:41 AM,432.8285,0.42,728.7675
102,4/25/2023 10:22:42 AM,427.8634,0.42,729.3315
103,4/25/2023 10:22:42 AM,422.9572,0.42,730.2815
104,4/25/2023 10:22:42 AM,418.009,0.42,730.9962
105,4/25/2023 10:22:43 AM,413.0122,0.42,731.0414
106,4/25/2023 10:22:43 AM,408.0461,0.42,730.4897
107,4/25/2023 10:22:43 AM,403.0653,0.42,730.0663
108,4/25/2023 10:22:43 AM,398.075,0.42,729.7711
109,4/25/2023 10:22:44 AM,393.0776,0.42,729.8903
110,4/25/2023 10:22:44 AM,388.0878,0.42,730.2034
111,4/25/2023 10:22:45 AM,383.0893,0.42,730.3236
112,4/25/2023 10:22:45 AM,378.0905,0.42,730.3326
113,4/25/2023 10:22:45 AM,373.096,0.42,730.5085
114,4/25/2023 10:22:46 AM,368.099,0.42,730.4822
115,4/25/2023 10:22:46 AM,363.1036,0.42,730.5916
116,4/25/2023 10:22:46 AM,358.117,0.42,730.9415
117,4/25/2023 10:22:46 AM,353.125,0.42,731.2158
118,4/25/2023 10:22:47 AM,348.1262,0.42,731.116
119,4/25/2023 10:22:47 AM,343.139,0.42,730.7795
120,4/25/2023 10:22:47 AM,338.1501,0.42,730.4877
121,4/25/2023 10:22:48 AM,333.1532,0.42,730.4616
122,4/25/2023 10:22:48 AM,328.1547,0.42,730.4294
123,4/25/2023 10:22:48 AM,323.1577,0.42,730.4056
124,4/25/2023 10:22:48 AM,318.1585,0.42,730.3495
125,4/25/2023 10:22:49 AM,313.1663,0.42,730.133
126,4/25/2023 10:22:49 AM,308.1686,0.42,730.1439
127,4/25/2023 10:22:49 AM,303.1885,0.42,730.5661
128,4/25/2023 10:22:56 AM,301.7444,0.42,735.3497
129,4/25/2023 10:22:56 AM,299.9445,0.42,740.0139
130,4/25/2023 10:22:57 AM,298.2477,0.42,744.7163
131,4/25/2023 10:22:57 AM,296.181,0.42,749.2665
132,4/25/2023 10:22:57 AM,294.1117,0.42,753.8156
133,4/25/2023 10:22:58 AM,292.1801,0.42,758.4261
134,4/25/2023 10:22:58 AM,290.3966,0.42,763.0937
135,4/25/2023 10:22:58 AM,288.4451,0.42,767.6938
136,4/25/2023 10:22:58 AM,286.1902,0.42,772.1563
137,4/25/2023 10:22:59 AM,283.3614,0.42,776.2759
138,4/25/2023 10:23:07 AM,283.5313,0.42,781.2706
139,4/25/2023 10:23:08 AM,282.8342,0.42,786.219
140,4/25/2023 10:23:08 AM,281.967,0.42,791.1418
141,4/25/2023 10:23:08 AM,281.1295,0.42,796.0703
142,4/25/2023 10:23:08 AM,280.1456,0.42,800.97
143,4/25/2023 10:23:09 AM,278.8963,0.42,805.8082
144,4/25/2023 10:23:09 AM,277.5168,0.42,810.6102
145,4/25/2023 10:23:09 AM,276.2685,0.42,815.4506
146,4/25/2023 10:23:10 AM,275.4554,0.42,820.3828
147,4/25/2023 10:23:10 AM,274.9174,0.42,825.3507
148,4/25/2023 10:23:10 AM,274.444,0.42,830.3246
149,4/25/2023 10:23:11 AM,276.9524,0.42,834.6475
150,4/25/2023 10:23:11 AM,280.7659,0.42,837.8798
151,4/25/2023 10:23:12 AM,285.2257,0.42,840.1381
152,4/25/2023 10:23:12 AM,289.958,0.42,841.7407
153,4/25/2023 10:23:12 AM,294.8412,0.42,842.8065
154,4/25/2023 10:23:13 AM,299.7571,0.42,843.7086
155,4/25/2023 10:23:14 AM,304.7531,0.42,843.5609
156,4/25/2023 10:23:15 AM,309.743,0.42,843.8543
157,4/25/2023 10:23:15 AM,314.7023,0.42,844.4623
158,4/25/2023 10:23:30 AM,319.6995,0.42,844.3604
159,4/25/2023 10:23:30 AM,324.6964,0.42,844.2966
160,4/25/2023 10:23:31 AM,329.6877,0.42,844.5443
161,4/25/2023 10:23:31 AM,334.6871,0.42,844.4842
162,4/25/2023 10:23:32 AM,339.6638,0.42,844.9498
163,4/25/2023 10:23:32 AM,344.6296,0.42,845.5316
164,4/25/2023 10:23:33 AM,349.5532,0.42,846.3885
165,4/25/2023 10:23:33 AM,354.466,0.42,847.2994
166,4/25/2023 10:23:33 AM,359.4107,0.42,848.0191
167,4/25/2023 10:23:33 AM,364.3712,0.42,848.6319
168,4/25/2023 10:23:34 AM,369.328,0.42,849.2698
169,4/25/2023 10:23:34 AM,374.2949,0.42,849.8145
170,4/25/2023 10:23:45 AM,376.8398,0.42,854.1158
171,4/25/2023 10:23:45 AM,378.913,0.42,858.6649
172,4/25/2023 10:23:45 AM,380.1284,0.42,863.5146
173,4/25/2023 10:23:45 AM,381.1181,0.42,868.4144
174,4/25/2023 10:23:46 AM,381.6071,0.42,873.3877
175,4/25/2023 10:23:46 AM,382.0406,0.42,878.3688
176,4/25/2023 10:23:46 AM,382.8108,0.42,883.3062
177,4/25/2023 10:23:47 AM,383.5371,0.42,888.2512
178,4/25/2023 10:23:47 AM,384.1135,0.42,893.2142
179,4/25/2023 10:23:47 AM,384.7824,0.42,898.1672
180,4/25/2023 10:23:47 AM,385.2856,0.42,903.1407
181,4/25/2023 10:23:48 AM,385.8354,0.42,908.1082
182,4/25/2023 10:23:48 AM,386.2094,0.42,913.092
183,4/25/2023 10:23:48 AM,386.6414,0.42,918.0723
184,4/25/2023 10:23:48 AM,387.0676,0.42,923.0533
185,4/25/2023 10:23:49 AM,387.5572,0.42,928.0289
186,4/25/2023 10:23:49 AM,387.9787,0.42,933.0089
187,4/25/2023 10:23:49 AM,388.7361,0.42,937.9506
188,4/25/2023 10:23:49 AM,391.0158,0.42,942.3982
189,4/25/2023 10:23:52 AM,395.8875,0.42,943.5212
190,4/25/2023 10:23:52 AM,400.7972,0.42,944.451
191,4/25/2023 10:23:52 AM,405.7852,0.42,944.749
192,4/25/2023 10:23:52 AM,410.7758,0.42,945.0175
193,4/25/2023 10:23:53 AM,415.7354,0.42,945.6373
194,4/25/2023 10:23:53 AM,420.7212,0.42,945.9886
195,4/25/2023 10:23:53 AM,425.7119,0.42,946.2569
196,4/25/2023 10:23:54 AM,430.6892,0.42,946.7037
197,4/25/2023 10:23:54 AM,435.6817,0.42,946.9131
198,4/25/2023 10:23:54 AM,440.6742,0.42,947.1652
199,4/25/2023 10:23:55 AM,445.6639,0.42,947.4521
200,4/25/2023 10:23:55 AM,450.6533,0.42,947.7259
201,4/25/2023 10:23:55 AM,455.6516,0.42,947.7298
202,4/25/2023 10:23:55 AM,460.6491,0.42,947.7722
203,4/25/2023 10:23:56 AM,465.6459,0.42,947.7898
204,4/25/2023 10:23:56 AM,470.6254,0.42,947.3797
205,4/25/2023 10:23:56 AM,475.6192,0.42,947.1517
206,4/25/2023 10:23:56 AM,480.6037,0.42,946.7786
207,4/25/2023 10:23:57 AM,485.588,0.42,946.4374
208,4/25/2023 10:23:59 AM,486.5276,0.42,941.5291
209,4/25/2023 10:24:00 AM,486.1286,0.42,936.5451
210,4/25/2023 10:24:01 AM,486.2641,0.42,931.5497
211,4/25/2023 10:24:01 AM,486.5236,0.42,926.5581
212,4/25/2023 10:24:01 AM,487.3646,0.42,921.6324
213,4/25/2023 10:24:02 AM,487.5827,0.42,916.6394
214,4/25/2023 10:24:02 AM,487.5285,0.42,911.6418
215,4/25/2023 10:24:02 AM,488.223,0.42,906.6926
216,4/25/2023 10:24:03 AM,488.3789,0.42,901.6978
217,4/25/2023 10:24:03 AM,487.9981,0.42,896.7131
218,4/25/2023 10:24:03 AM,487.0808,0.42,891.7988
219,4/25/2023 10:24:03 AM,486.4737,0.42,886.8395
220,4/25/2023 10:24:04 AM,486.2736,0.42,881.8476
221,4/25/2023 10:24:04 AM,486.3323,0.42,876.8481
222,4/25/2023 10:24:04 AM,486.3488,0.42,871.8491
223,4/25/2023 10:24:04 AM,486.6917,0.42,866.8611
224,4/25/2023 10:24:05 AM,487.2542,0.42,861.8971
225,4/25/2023 10:24:05 AM,487.7388,0.42,856.9209
226,4/25/2023 10:24:07 AM,492.6999,0.42,856.301
227,4/25/2023 10:24:07 AM,497.6928,0.42,856.0644
228,4/25/2023 10:24:07 AM,502.6885,0.42,855.9092
229,4/25/2023 10:24:08 AM,507.6853,0.42,855.8032
230,4/25/2023 10:24:08 AM,512.6827,0.42,855.6663
231,4/25/2023 10:24:08 AM,517.6754,0.42,855.4216
232,4/25/2023 10:24:08 AM,522.6376,0.42,854.8325
233,4/25/2023 10:24:09 AM,527.5776,0.42,854.0851
234,4/25/2023 10:24:09 AM,532.4949,0.42,853.1866
235,4/25/2023 10:24:09 AM,537.4479,0.42,852.5082
236,4/25/2023 10:24:10 AM,542.4,0.42,851.8461
237,4/25/2023 10:24:10 AM,547.3716,0.42,851.343
238,4/25/2023 10:24:10 AM,552.2883,0.42,850.4479
239,4/25/2023 10:24:10 AM,557.1628,0.42,849.3446
240,4/25/2023 10:24:11 AM,562.0027,0.42,848.0988
241,4/25/2023 10:24:11 AM,565.7552,0.42,844.7975
242,4/25/2023 10:24:13 AM,565.7461,0.42,839.8011
243,4/25/2023 10:24:13 AM,566.1592,0.42,834.819
244,4/25/2023 10:24:13 AM,566.7931,0.42,829.8607
245,4/25/2023 10:24:13 AM,567.4661,0.42,824.9091
246,4/25/2023 10:24:14 AM,568.0085,0.42,819.9389
247,4/25/2023 10:24:14 AM,568.6882,0.42,814.9893
248,4/25/2023 10:24:14 AM,569.3592,0.42,810.0356
249,4/25/2023 10:24:14 AM,569.4628,0.42,805.0405
