
Teleport Count,Teleport Time,TeleportPosition_x,TeleportPosition_y,TeleportPosition_z
175,4/25/2023 10:30:29 AM,271.213,0.42,833.8134
176,4/25/2023 10:30:29 AM,273.56,0.42,838.2262
177,4/25/2023 10:30:30 AM,277.0676,0.42,841.7875
178,4/25/2023 10:30:30 AM,281.7416,0.42,843.5544
179,4/25/2023 10:30:30 AM,286.7396,0.42,843.6179
180,4/25/2023 10:30:32 AM,291.7295,0.42,843.9281
181,4/25/2023 10:30:32 AM,296.6945,0.42,844.5124
182,4/25/2023 10:30:33 AM,301.6621,0.42,845.0757
183,4/25/2023 10:30:33 AM,306.6378,0.42,845.5313
184,4/25/2023 10:30:33 AM,311.593,0.42,846.171
185,4/25/2023 10:30:33 AM,316.5454,0.42,846.8558
186,4/25/2023 10:30:34 AM,321.528,0.42,847.2535
187,4/25/2023 10:30:34 AM,326.5093,0.42,847.657
188,4/25/2023 10:30:34 AM,331.5012,0.42,847.9341
189,4/25/2023 10:30:34 AM,336.496,0.42,848.0467
190,4/25/2023 10:30:35 AM,341.4951,0.42,848.0641
191,4/25/2023 10:30:35 AM,346.4893,0.42,848.2614
192,4/25/2023 10:30:35 AM,351.4887,0.42,848.3397
193,4/25/2023 10:30:35 AM,356.4832,0.42,848.5267
194,4/25/2023 10:30:36 AM,361.4702,0.42,848.8627
195,4/25/2023 10:30:36 AM,366.4502,0.42,849.2975
196,4/25/2023 10:30:36 AM,371.4263,0.42,849.7728
197,4/25/2023 10:30:37 AM,376.2325,0.42,851.1404
198,4/25/2023 10:30:37 AM,380.3225,0.42,854.011
199,4/25/2023 10:30:37 AM,379.4529,0.42,858.9348
200,4/25/2023 10:30:38 AM,378.8596,0.42,863.8953
201,4/25/2023 10:30:38 AM,378.9127,0.42,868.8947
202,4/25/2023 10:30:38 AM,380.278,0.42,873.7039
203,4/25/2023 10:30:39 AM,381.4524,0.42,878.5631
204,4/25/2023 10:30:39 AM,382.312,0.42,883.487
205,4/25/2023 10:30:39 AM,382.7796,0.42,888.4639
206,4/25/2023 10:30:40 AM,383.8281,0.42,893.3527
207,4/25/2023 10:30:40 AM,384.9466,0.42,898.2258
208,4/25/2023 10:30:40 AM,385.9668,0.42,903.1176
209,4/25/2023 10:30:41 AM,387.0963,0.42,907.9853
210,4/25/2023 10:30:41 AM,388.4232,0.42,912.8052
211,4/25/2023 10:30:41 AM,389.7006,0.42,917.6354
212,4/25/2023 10:30:42 AM,391.0481,0.42,922.4471
213,4/25/2023 10:30:42 AM,392.5073,0.42,927.226
214,4/25/2023 10:30:42 AM,394.5657,0.42,931.7804
215,4/25/2023 10:30:43 AM,396.5271,0.42,936.3781
216,4/25/2023 10:30:43 AM,398.3438,0.42,941.035
217,4/25/2023 10:30:43 AM,400.4369,0.42,945.5727
218,4/25/2023 10:30:44 AM,403.0487,0.42,949.8317
219,4/25/2023 10:30:49 AM,408.032,0.42,950.22
220,4/25/2023 10:30:49 AM,413.0202,0.42,950.5384
221,4/25/2023 10:30:49 AM,418.0157,0.42,950.6877
222,4/25/2023 10:30:50 AM,423.0154,0.42,950.6664
223,4/25/2023 10:30:50 AM,428.0118,0.42,950.8131
224,4/25/2023 10:30:50 AM,433.0082,0.42,950.8117
225,4/25/2023 10:30:50 AM,438.0071,0.42,950.8853
226,4/25/2023 10:30:51 AM,443.0053,0.42,950.8142
227,4/25/2023 10:30:51 AM,447.9863,0.42,950.398
228,4/25/2023 10:30:51 AM,452.9853,0.42,950.3043
229,4/25/2023 10:30:51 AM,457.9845,0.42,950.3422
230,4/25/2023 10:30:52 AM,462.9668,0.42,949.9652
231,4/25/2023 10:30:52 AM,467.9426,0.42,949.5129
232,4/25/2023 10:30:52 AM,472.9078,0.42,948.9439
233,4/25/2023 10:30:52 AM,477.7806,0.42,947.8319
234,4/25/2023 10:30:53 AM,481.1483,0.42,944.139
235,4/25/2023 10:30:53 AM,483.9433,0.42,939.9935
236,4/25/2023 10:30:53 AM,485.0524,0.42,935.1215
237,4/25/2023 10:30:54 AM,485.0524,0.42,940.1184
238,4/25/2023 10:30:54 AM,485.2386,0.42,935.1242
239,4/25/2023 10:30:55 AM,485.4828,0.42,930.1329
240,4/25/2023 10:30:55 AM,485.8381,0.42,925.1462
241,4/25/2023 10:30:55 AM,486.0807,0.42,920.1555
242,4/25/2023 10:30:56 AM,486.558,0.42,915.1815
243,4/25/2023 10:30:56 AM,487.1375,0.42,910.2178
244,4/25/2023 10:30:56 AM,487.61,0.42,905.2444
245,4/25/2023 10:30:57 AM,487.8606,0.42,900.2532
246,4/25/2023 10:30:57 AM,487.7466,0.42,895.2574
247,4/25/2023 10:30:57 AM,487.6383,0.42,890.2621
248,4/25/2023 10:30:57 AM,487.7159,0.42,885.2657
249,4/25/2023 10:30:58 AM,487.9245,0.42,880.2706
250,4/25/2023 10:30:58 AM,488.2705,0.42,875.2844
251,4/25/2023 10:30:59 AM,488.2008,0.42,870.2872
252,4/25/2023 10:30:59 AM,488.2088,0.42,865.2874
253,4/25/2023 10:30:59 AM,488.218,0.42,860.2906
254,4/25/2023 10:31:00 AM,488.2915,0.42,855.2926
255,4/25/2023 10:31:05 AM,493.273,0.42,854.8979
256,4/25/2023 10:31:05 AM,498.2668,0.42,854.7431
257,4/25/2023 10:31:06 AM,503.2407,0.42,854.2432
258,4/25/2023 10:31:06 AM,508.1814,0.42,853.4877
259,4/25/2023 10:31:07 AM,513.1722,0.42,853.256
260,4/25/2023 10:31:07 AM,518.1527,0.42,852.8638
261,4/25/2023 10:31:07 AM,523.1466,0.42,852.7143
262,4/25/2023 10:31:08 AM,528.1243,0.42,852.2626
263,4/25/2023 10:31:08 AM,533.0847,0.42,851.6399
264,4/25/2023 10:31:08 AM,538.0771,0.42,851.3776
265,4/25/2023 10:31:09 AM,543.061,0.42,850.978
266,4/25/2023 10:31:09 AM,548.0475,0.42,850.6631
267,4/25/2023 10:31:09 AM,553.0106,0.42,850.0893
268,4/25/2023 10:31:10 AM,557.9707,0.42,849.4861
269,4/25/2023 10:31:10 AM,562.7176,0.42,847.9263
270,4/25/2023 10:31:10 AM,565.2496,0.42,843.6188
271,4/25/2023 10:31:11 AM,566.1871,0.42,838.7087
272,4/25/2023 10:31:11 AM,566.0358,0.42,833.7129
273,4/25/2023 10:31:12 AM,566.0358,0.42,838.7098
274,4/25/2023 10:31:12 AM,567.1045,0.42,833.8293
275,4/25/2023 10:31:13 AM,568.2692,0.42,828.9706
276,4/25/2023 10:31:13 AM,569.4911,0.42,824.1249
277,4/25/2023 10:31:13 AM,570.5143,0.42,819.2349
278,4/25/2023 10:31:13 AM,571.2985,0.42,814.2993
279,4/25/2023 10:31:14 AM,571.746,0.42,809.3212
280,4/25/2023 10:31:15 AM,571.7014,0.42,804.3256
