
Time,TrialNum,TriggerNum,Referencelandmark,Displaylandmark, GroundTruthDirection_x, GroundTruthDirection_y, GroundTruthDirection_z, EstDirection_x, EstDirection_y, EstDirection_z, Angle
4/25/2023 10:16,,,,,,,,,,,
4/25/2023 10:16,0,1,R1L6_SkyScraper2,R1L1_Bridge,0.846045,0,-0.5330895,0.9430052,0,-0.3017762,14.469
4/25/2023 10:16,1,2,R1L6_SkyScraper2,R1L2_Skyscraper1,0.8460452,0,-0.5330896,0.1248071,0,-0.9809786,50.535
4/25/2023 10:16,2,3,R1L6_SkyScraper2,R1L3_Church,0.3175488,0,-0.946855,-0.3150746,0,-0.9476716,36.931
4/25/2023 10:16,3,4,R1L6_SkyScraper2,R1L4_GasStation,0.2536356,0,-0.9672719,-0.1010894,0,-0.9948129,20.495
4/25/2023 10:17,4,5,R1L6_SkyScraper2,R1L5_BasketballCourt,0.2536356,0,-0.9672721,0.5020449,0,-0.837582,16.245
4/25/2023 10:17,5,6,R1L6_SkyScraper2,R1L7_FoodMart,0.8070655,0,-0.5895556,0.7925425,0,-0.566408,0.596
4/25/2023 10:17,6,8,R1L4_GasStation,R1L1_Bridge,0.9869426,0,0.1608971,0.9515965,0,0.07203456,4.93
4/25/2023 10:17,7,9,R1L4_GasStation,R1L2_Skyscraper1,0.9869426,0,0.1608971,0.937145,0,-0.230758,23.092
4/25/2023 10:17,8,10,R1L4_GasStation,R1L3_Church,0.3004663,0,-0.9432778,0.3588423,0,-0.9270586,3.492
4/25/2023 10:17,9,11,R1L4_GasStation,R1L5_BasketballCourt,0.3004673,0,-0.943281,0.3445975,0,-0.9379165,2.505
4/25/2023 10:17,10,12,R1L4_GasStation,R1L6_SkyScraper2,-0.1636826,0,0.9588484,0.1527194,0,0.9868692,18.484
4/25/2023 10:17,11,13,R1L4_GasStation,R1L7_FoodMart,0.6988248,0,0.7134557,0.6522027,0,0.7500812,3.399
4/25/2023 10:18,12,15,R1L2_Skyscraper1,R1L1_Bridge,0.8115438,0,0.5839007,-0.4118568,0,0.9044852,78.747
4/25/2023 10:18,13,16,R1L2_Skyscraper1,R1L3_Church,-0.7019507,0,-0.7030252,-0.1619492,0,-0.9804806,35.577
4/25/2023 10:18,14,17,R1L2_Skyscraper1,R1L4_GasStation,-0.9955961,0,0.09328851,-0.9055994,0,-0.4232995,30.406
4/25/2023 10:18,15,18,R1L2_Skyscraper1,R1L5_BasketballCourt,-0.9955964,0,0.09328853,-0.2415998,0,-0.9662879,81.315
4/25/2023 10:18,16,19,R1L2_Skyscraper1,R1L6_SkyScraper2,-0.5785069,0,0.7943335,-0.8328451,0,0.5409064,20.932
4/25/2023 10:18,17,20,R1L2_Skyscraper1,R1L7_FoodMart,-0.4964697,0,0.8662105,0.9550931,0,0.2634735,104.397
4/25/2023 10:18,18,22,R1L1_Bridge,R1L2_Skyscraper1,-0.8402366,0,0.5392967,-0.7370398,0,0.6592385,9.117
4/25/2023 10:18,19,23,R1L1_Bridge,R1L3_Church,-0.7107173,0,-0.6984089,0.3208192,0,0.942069,153.306
4/25/2023 10:18,20,24,R1L1_Bridge,R1L4_GasStation,-0.9943097,0,-0.1062729,-0.1164903,0,-0.9847603,77.153
4/25/2023 10:18,21,25,R1L1_Bridge,R1L5_BasketballCourt,-0.9943095,0,-0.1062729,-0.7982262,0,-0.5941104,30.559
4/25/2023 10:18,22,26,R1L1_Bridge,R1L6_SkyScraper2,-0.7055009,0,0.6837418,-0.9679083,0,-0.2442813,58.267
4/25/2023 10:18,23,27,R1L1_Bridge,R1L7_FoodMart,-0.8402387,0,0.5392981,0.992388,0,-0.1116746,153.727
4/25/2023 10:19,24,29,R1L3_Church,R1L1_Bridge,0.8190197,0,0.5736956,0.5648881,0,0.8249751,20.589
4/25/2023 10:19,25,30,R1L3_Church,R1L2_Skyscraper1,0.8190197,0,0.5736956,0.9864771,0,0.1592936,25.837
4/25/2023 10:19,26,31,R1L3_Church,R1L4_GasStation,-0.7468704,0,0.6648219,-0.7137564,0,0.6943283,2.536
4/25/2023 10:19,27,32,R1L3_Church,R1L5_BasketballCourt,-0.7468709,0,0.6648223,-0.9719758,0,0.2267607,28.542
4/25/2023 10:19,28,33,R1L3_Church,R1L6_SkyScraper2,-0.3111519,0,0.9334556,-0.1782254,0,0.9838348,8.167
4/25/2023 10:19,29,34,R1L3_Church,R1L7_FoodMart,0.1635942,0,0.9856818,0.6981238,0,0.7129824,34.973
4/25/2023 10:19,30,36,R1L5_BasketballCourt,R1L1_Bridge,0.9959157,0,-0.09019013,0.9668496,0,0.2406689,19.153
4/25/2023 10:19,31,37,R1L5_BasketballCourt,R1L2_Skyscraper1,0.9959157,0,-0.09019013,0.8900079,0,-0.4425364,21.263
4/25/2023 10:19,32,38,R1L5_BasketballCourt,R1L3_Church,0.7332301,0,-0.676898,0.188639,0,-0.9801043,36.393
4/25/2023 10:19,33,39,R1L5_BasketballCourt,R1L4_GasStation,0.921602,0,-0.388012,0.234355,0,0.971352,99.268
4/25/2023 10:19,34,40,R1L5_BasketballCourt,R1L6_SkyScraper2,0.5272176,0,0.8069137,0.5308992,0,0.8464711,1.064
4/25/2023 10:19,35,41,R1L5_BasketballCourt,R1L7_FoodMart,0.9951605,0,0.0948164,0.988981,0,0.1450494,2.901
4/25/2023 10:19,36,43,R1L7_FoodMart,R1L1_Bridge,0.9124711,0,-0.408999,-0.7068333,0,0.7057496,159.187
4/25/2023 10:20,37,44,R1L7_FoodMart,R1L2_Skyscraper1,0.9124708,0,-0.4089988,0,0,1,114.144
4/25/2023 10:20,38,45,R1L7_FoodMart,R1L3_Church,-0.1691205,0,-0.9821408,-0.10742,0,-0.9942102,3.604
4/25/2023 10:20,39,46,R1L7_FoodMart,R1L4_GasStation,-0.7322639,0,-0.6809114,-0.9982703,0,-0.01116926,42.278
4/25/2023 10:20,40,47,R1L7_FoodMart,R1L5_BasketballCourt,-0.732265,0,-0.6809125,-0.8968031,0,0.4374742,68.923
4/25/2023 10:20,41,48,R1L7_FoodMart,R1L6_SkyScraper2,-0.5677173,0,0.7685643,-0.1141041,0,0.9918522,29.89
